<strategy>Use hexagonal packing with dense clusters and optimize radii to maximize total sum while ensuring non-overlapping and boundary constraints.</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from scipy.spatial.distance import pdist, squareform
from sklearn.decomposition import PCA

def run_packing():
    def objective(radii):
        return -np.sum(radii)

    def constraints_func(radii):
        constraints = []
        for i in range(26):
            constraints.append({'type': 'ineq', 'fun': lambda r, i=i: r[i] * 2 - 1e-12})
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
    centers = np.vstack((centers, np.random.rand(26, 2))[:26])
