<strategy>
Optimize using constrained optimization with more coefficients, blend L-BFGS-B with simulated annealing, and refine with exact polynomial checks. Focus on balancing coefficient magnitudes and sign patterns to minimize the upper bound.
</strategy>

```python
import numpy as np
from scipy.optimize import Bounds, minimize
import time
from sympy import symbols, hermite, solve, Eq

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    
    def exact_bound(coeffs):
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
        Q = Q.as_poly()
